Date,Time,Pressure,Temperature
2026-02-04,20:42:09,10.8304,8.383
2026-02-04,20:57:09,10.8239,8.246
2026-02-04,21:12:09,10.8249,8.295
2026-02-04,21:27:09,10.8263,8.335
2026-02-04,21:42:09,10.8209,8.333
2026-02-04,21:57:09,10.8228,8.422
2026-02-04,22:12:09,10.8246,8.499
2026-02-04,22:27:09,10.8209,8.382
2026-02-04,22:42:09,10.8156,8.283
2026-02-04,22:57:09,10.8107,8.382
2026-02-04,23:12:09,10.8027,8.365
2026-02-04,23:27:09,10.7960,8.354
2026-02-04,23:42:09,10.7932,8.371
2026-02-04,23:57:09,10.7917,8.309
2026-02-05,00:12:09,10.7894,8.306
2026-02-05,00:27:09,10.7877,8.340
2026-02-05,00:42:09,10.7853,8.293
2026-02-05,00:57:09,10.7782,8.302
2026-02-05,01:12:09,10.7777,8.310
2026-02-05,01:27:09,10.7697,8.339
2026-02-05,01:42:09,10.7669,8.343
2026-02-05,01:57:09,10.7645,8.328
2026-02-05,02:12:09,10.7605,8.304
2026-02-05,02:27:09,10.7540,8.342
2026-02-05,02:42:09,10.7531,8.302
2026-02-05,02:57:09,10.7473,8.314
2026-02-05,03:12:09,10.7411,8.310
2026-02-05,03:27:09,10.7321,8.326
2026-02-05,03:42:09,10.7300,8.272
2026-02-05,03:57:09,10.7241,8.309
2026-02-05,04:12:09,10.7182,8.384
2026-02-05,04:27:09,10.7149,8.400
2026-02-05,04:42:09,10.7093,8.356
2026-02-05,04:57:09,10.7071,8.303
2026-02-05,05:12:09,10.7075,8.314
2026-02-05,05:27:09,10.7087,8.321
2026-02-05,05:42:09,10.7069,8.323
2026-02-05,05:57:09,10.7090,8.325
2026-02-05,06:12:09,10.7090,8.304
2026-02-05,06:27:09,10.7057,8.297
2026-02-05,06:42:09,10.7039,8.273
2026-02-05,06:57:09,10.7046,8.347
2026-02-05,07:12:09,10.7050,8.345
2026-02-05,07:27:09,10.7051,8.353
2026-02-05,07:42:09,10.7023,8.458
2026-02-05,07:57:09,10.6972,8.321
2026-02-05,08:12:09,10.6948,8.306
2026-02-05,08:27:09,10.6911,8.343
2026-02-05,08:42:09,10.6888,8.352
2026-02-05,08:57:09,10.6889,8.315
2026-02-05,09:12:09,10.6899,8.296
2026-02-05,09:27:09,10.6892,8.275
2026-02-05,09:42:09,10.6914,8.358
2026-02-05,09:57:09,10.6907,8.346
2026-02-05,10:12:09,10.6898,8.318
2026-02-05,10:27:09,10.6905,8.354
2026-02-05,10:42:09,10.6891,8.294
2026-02-05,10:57:09,10.6903,8.324
2026-02-05,11:12:09,10.6896,8.301
2026-02-05,11:27:09,10.6919,8.380
2026-02-05,11:42:09,10.6916,8.406
2026-02-05,11:57:09,10.6903,8.370
2026-02-05,12:12:09,10.6905,8.335
2026-02-05,12:27:09,10.6887,8.329
2026-02-05,12:42:09,10.6883,8.314
2026-02-05,12:57:09,10.6889,8.339
2026-02-05,13:12:09,10.6869,8.333
2026-02-05,13:27:09,10.6852,8.313
2026-02-05,13:42:09,10.6842,8.348
2026-02-05,13:57:09,10.6826,8.327
2026-02-05,14:12:09,10.6811,8.279
2026-02-05,14:27:09,10.6823,8.302
2026-02-05,14:42:09,10.6826,8.301
2026-02-05,14:57:09,10.6825,8.320
2026-02-05,15:12:09,10.6813,8.298
2026-02-05,15:27:09,10.6795,8.267
2026-02-05,15:42:09,10.6770,8.299
2026-02-05,15:57:09,10.6780,8.352
2026-02-05,16:12:09,10.6782,8.329
2026-02-05,16:27:09,10.6772,8.302
2026-02-05,16:42:09,10.6772,8.296
2026-02-05,16:57:09,10.6770,8.324
2026-02-05,17:12:09,10.6752,8.308
2026-02-05,17:27:09,10.6741,8.329
2026-02-05,17:42:09,10.6707,8.279
2026-02-05,17:57:09,10.6707,8.255
2026-02-05,18:12:09,10.6727,8.332
2026-02-05,18:27:09,10.6727,8.327
2026-02-05,18:42:09,10.6725,8.290
2026-02-05,18:57:09,10.6714,8.317
2026-02-05,19:12:09,10.6684,8.406
2026-02-05,19:27:09,10.6638,8.366
2026-02-05,19:42:09,10.6620,8.349
2026-02-05,19:57:09,10.6597,8.350
2026-02-05,20:12:09,10.6558,8.289
2026-02-05,20:27:09,10.6538,8.309
2026-02-05,20:42:09,10.6511,8.305
2026-02-05,20:57:09,10.6504,8.283
2026-02-05,21:12:09,10.6501,8.337
2026-02-05,21:27:09,10.6484,8.348
2026-02-05,21:42:09,10.6456,8.333
2026-02-05,21:57:09,10.6448,8.302
2026-02-05,22:12:09,10.6450,8.296
2026-02-05,22:27:09,10.6429,8.302
2026-02-05,22:42:09,10.6415,8.249
2026-02-05,22:57:09,10.6368,8.216
2026-02-05,23:12:09,10.6321,8.268
2026-02-05,23:27:09,10.6310,8.266
2026-02-05,23:42:09,10.6320,8.261
2026-02-05,23:57:09,10.6302,8.283
2026-02-06,00:12:09,10.6280,8.324
2026-02-06,00:27:09,10.6296,8.334
2026-02-06,00:42:09,10.6309,8.279
2026-02-06,00:57:09,10.6302,8.292
2026-02-06,01:12:09,10.6316,8.294
2026-02-06,01:27:09,10.6358,8.290
2026-02-06,01:42:09,10.6406,8.347
2026-02-06,01:57:09,10.6435,8.373
2026-02-06,02:12:09,10.6447,8.382
2026-02-06,02:27:09,10.6496,8.377
2026-02-06,02:42:09,10.6537,8.379
2026-02-06,02:57:09,10.6559,8.415
2026-02-06,03:12:09,10.6583,8.393
2026-02-06,03:27:09,10.6599,8.384
2026-02-06,03:42:09,10.6623,8.358
2026-02-06,03:57:09,10.6656,8.378
2026-02-06,04:12:09,10.6696,8.356
2026-02-06,04:27:09,10.6746,8.369
2026-02-06,04:42:09,10.6797,8.322
2026-02-06,04:57:09,10.6837,8.301
2026-02-06,05:12:09,10.6886,8.306
2026-02-06,05:27:09,10.6912,8.286
2026-02-06,05:42:09,10.6938,8.269
2026-02-06,05:57:09,10.6956,8.248
2026-02-06,06:12:09,10.6993,8.289
2026-02-06,06:27:09,10.7028,8.317
2026-02-06,06:42:09,10.7060,8.323
2026-02-06,06:57:09,10.7090,8.303
2026-02-06,07:12:09,10.7118,8.336
2026-02-06,07:27:09,10.7150,8.362
2026-02-06,07:42:09,10.7184,8.372
2026-02-06,07:57:09,10.7206,8.330
2026-02-06,08:12:09,10.7243,8.292
2026-02-06,08:27:09,10.7265,8.284
2026-02-06,08:42:09,10.7298,8.268
2026-02-06,08:57:09,10.7334,8.309
2026-02-06,09:12:09,10.7368,8.300
2026-02-06,09:27:09,10.7377,8.323
2026-02-06,09:42:09,10.7398,8.331
2026-02-06,09:57:09,10.7438,8.344
2026-02-06,10:12:09,10.7461,8.363
2026-02-06,10:27:09,10.7484,8.359
2026-02-06,10:42:09,10.7512,8.325
2026-02-06,10:57:09,10.7531,8.270
2026-02-06,11:12:09,10.7562,8.269
2026-02-06,11:27:09,10.7589,8.280
2026-02-06,11:42:09,10.7607,8.331
2026-02-06,11:57:09,10.7614,8.331
2026-02-06,12:12:09,10.7625,8.295
2026-02-06,12:27:09,10.7647,8.261
2026-02-06,12:42:09,10.7662,8.265
2026-02-06,12:57:09,10.7668,8.301
2026-02-06,13:12:09,10.7675,8.345
2026-02-06,13:27:09,10.7678,8.364
2026-02-06,13:42:09,10.7677,8.351
2026-02-06,13:57:09,10.7703,8.409
2026-02-06,14:12:09,10.7712,8.275
2026-02-06,14:27:09,10.7769,8.284
2026-02-06,14:42:09,10.7789,8.347
2026-02-06,14:57:09,10.7801,8.367
2026-02-06,15:12:09,10.7812,8.354
2026-02-06,15:27:09,10.7844,8.322
2026-02-06,15:42:09,10.7865,8.312
2026-02-06,15:57:09,10.7899,8.326
2026-02-06,16:12:09,10.7920,8.341
2026-02-06,16:27:09,10.7954,8.352
2026-02-06,16:42:09,10.7984,8.395
2026-02-06,16:57:09,10.8025,8.299
2026-02-06,17:12:09,10.8044,8.278
2026-02-06,17:27:09,10.8059,8.304
2026-02-06,17:42:09,10.8089,8.313
2026-02-06,17:57:09,10.8119,8.255
2026-02-06,18:12:09,10.8153,8.343
2026-02-06,18:27:09,10.8189,8.253
2026-02-06,18:42:09,10.8214,8.298
2026-02-06,18:57:09,10.8233,8.349
2026-02-06,19:12:09,10.8240,8.362
2026-02-06,19:27:09,10.8250,8.344
2026-02-06,19:42:09,10.8252,8.359
2026-02-06,19:57:09,10.8265,8.365
2026-02-06,20:12:09,10.8271,8.339
2026-02-06,20:27:09,10.8284,8.346
2026-02-06,20:42:09,10.8302,8.351
2026-02-06,20:57:09,10.8339,8.345
2026-02-06,21:12:09,10.8350,8.308
2026-02-06,21:27:09,10.8363,8.252
2026-02-06,21:42:09,10.8381,8.274
2026-02-06,21:57:09,10.8393,8.324
2026-02-06,22:12:09,10.8394,8.288
2026-02-06,22:27:09,10.8407,8.285
2026-02-06,22:42:09,10.8401,8.295
2026-02-06,22:57:09,10.8419,8.335
2026-02-06,23:12:09,10.8451,8.363
2026-02-06,23:27:09,10.8465,8.377
2026-02-06,23:42:09,10.8450,8.335
2026-02-06,23:57:09,10.8457,8.279
2026-02-07,00:12:09,10.8462,8.256
2026-02-07,00:27:09,10.8481,8.300
2026-02-07,00:42:09,10.8512,8.307
2026-02-07,00:57:09,10.8523,8.310
2026-02-07,01:12:09,10.8574,8.273
2026-02-07,01:27:09,10.8579,8.311
2026-02-07,01:42:09,10.8558,8.268
2026-02-07,01:57:09,10.8561,8.267
2026-02-07,02:12:09,10.8559,8.272
2026-02-07,02:27:09,10.8551,8.273
2026-02-07,02:42:09,10.8543,8.249
2026-02-07,02:57:09,10.8551,8.244
2026-02-07,03:12:09,10.8546,8.264
2026-02-07,03:27:09,10.8535,8.252
2026-02-07,03:42:09,10.8529,8.261
2026-02-07,03:57:09,10.8522,8.265
2026-02-07,04:12:09,10.8520,8.237
2026-02-07,04:27:09,10.8533,8.276
2026-02-07,04:42:09,10.8531,8.243
2026-02-07,04:57:09,10.8526,8.246
2026-02-07,05:12:09,10.8539,8.260
2026-02-07,05:27:09,10.8537,8.258
2026-02-07,05:42:09,10.8541,8.199
2026-02-07,05:57:09,10.8544,8.206
2026-02-07,06:12:09,10.8574,8.285
2026-02-07,06:27:09,10.8582,8.303
2026-02-07,06:42:09,10.8575,8.260
2026-02-07,06:57:09,10.8577,8.284
2026-02-07,07:12:09,10.8581,8.356
2026-02-07,07:27:09,10.8566,8.331
2026-02-07,07:42:09,10.8563,8.328
2026-02-07,07:57:09,10.8563,8.323
2026-02-07,08:12:09,10.8558,8.299
2026-02-07,08:27:09,10.8547,8.254
2026-02-07,08:42:09,10.8550,8.218
2026-02-07,08:57:09,10.8555,8.306
2026-02-07,09:12:09,10.8548,8.311
2026-02-07,09:27:09,10.8540,8.290
2026-02-07,09:42:09,10.8525,8.269
2026-02-07,09:57:09,10.8529,8.323
2026-02-07,10:12:09,10.8533,8.331
2026-02-07,10:27:09,10.8532,8.345
2026-02-07,10:42:09,10.8504,8.292
2026-02-07,10:57:09,10.8506,8.272
2026-02-07,11:12:09,10.8506,8.315
2026-02-07,11:27:09,10.8494,8.343
2026-02-07,11:42:09,10.8469,8.337
2026-02-07,11:57:09,10.8453,8.315
2026-02-07,12:12:09,10.8422,8.268
2026-02-07,12:27:09,10.8403,8.266
2026-02-07,12:42:09,10.8386,8.281
2026-02-07,12:57:09,10.8357,8.247
2026-02-07,13:12:09,10.8344,8.275
2026-02-07,13:27:09,10.8326,8.341
2026-02-07,13:42:09,10.8321,8.341
2026-02-07,13:57:09,10.8292,8.331
2026-02-07,14:12:09,10.8251,8.327
2026-02-07,14:27:09,10.8205,8.367
2026-02-07,14:42:09,10.8166,8.358
2026-02-07,14:57:09,10.8138,8.344
2026-02-07,15:12:09,10.8119,8.333
2026-02-07,15:27:09,10.8106,8.335
2026-02-07,15:42:09,10.8089,8.359
2026-02-07,15:57:09,10.8063,8.345
2026-02-07,16:12:09,10.8058,8.323
2026-02-07,16:27:09,10.8052,8.310
2026-02-07,16:42:09,10.8056,8.333
2026-02-07,16:57:09,10.8046,8.346
2026-02-07,17:12:09,10.8037,8.337
2026-02-07,17:27:09,10.8019,8.290
2026-02-07,17:42:09,10.7998,8.264
2026-02-07,17:57:09,10.7994,8.276
2026-02-07,18:12:09,10.8001,8.320
2026-02-07,18:27:09,10.8010,8.323
2026-02-07,18:42:09,10.8020,8.340
2026-02-07,18:57:09,10.8022,8.347
2026-02-07,19:12:09,10.8010,8.331
2026-02-07,19:27:09,10.7997,8.292
2026-02-07,19:42:09,10.8000,8.277
2026-02-07,19:57:09,10.7994,8.276
2026-02-07,20:12:09,10.7976,8.228
2026-02-07,20:27:09,10.7983,8.308
2026-02-07,20:42:09,10.7977,8.280
2026-02-07,20:57:09,10.7978,8.249
2026-02-07,21:12:09,10.7979,8.253
2026-02-07,21:27:09,10.7980,8.252
2026-02-07,21:42:09,10.7979,8.277
2026-02-07,21:57:09,10.7974,8.279
2026-02-07,22:12:09,10.7977,8.310
2026-02-07,22:27:09,10.7980,8.345
2026-02-07,22:42:09,10.7963,8.348
2026-02-07,22:57:09,10.7937,8.349
2026-02-07,23:12:09,10.7938,8.341
2026-02-07,23:27:09,10.7916,8.291
2026-02-07,23:42:09,10.7903,8.247
2026-02-07,23:57:09,10.7909,8.273
2026-02-08,00:12:09,10.7879,8.316
2026-02-08,00:27:09,10.7876,8.317
2026-02-08,00:42:09,10.7865,8.297
2026-02-08,00:57:09,10.7848,8.248
2026-02-08,01:12:09,10.7842,8.268
2026-02-08,01:27:09,10.7845,8.309
2026-02-08,01:42:09,10.7830,8.351
2026-02-08,01:57:09,10.7825,8.337
2026-02-08,02:12:09,10.7818,8.330
2026-02-08,02:27:09,10.7813,8.329
2026-02-08,02:42:09,10.7804,8.332
2026-02-08,02:57:09,10.7798,8.353
2026-02-08,03:12:09,10.7778,8.335
2026-02-08,03:27:09,10.7765,8.320
2026-02-08,03:42:09,10.7746,8.332
2026-02-08,03:57:09,10.7748,8.338
2026-02-08,04:12:09,10.7741,8.293
2026-02-08,04:27:09,10.7731,8.241
2026-02-08,04:42:09,10.7732,8.235
2026-02-08,04:57:09,10.7745,8.256
2026-02-08,05:12:09,10.7756,8.263
2026-02-08,05:27:09,10.7782,8.254
2026-02-08,05:42:09,10.7796,8.223
2026-02-08,05:57:09,10.7791,8.266
2026-02-08,06:12:09,10.7792,8.275
2026-02-08,06:27:09,10.7806,8.323
2026-02-08,06:42:09,10.7813,8.337
2026-02-08,06:57:09,10.7812,8.341
2026-02-08,07:12:09,10.7804,8.333
2026-02-08,07:27:09,10.7810,8.315
2026-02-08,07:42:09,10.7817,8.323
2026-02-08,07:57:09,10.7832,8.307
2026-02-08,08:12:09,10.7832,8.232
2026-02-08,08:27:09,10.7838,8.264
2026-02-08,08:42:09,10.7845,8.298
2026-02-08,08:57:09,10.7852,8.309
2026-02-08,09:12:09,10.7860,8.270
2026-02-08,09:27:09,10.7886,8.375
2026-02-08,09:42:09,10.7882,8.351
2026-02-08,09:57:09,10.7884,8.369
2026-02-08,10:12:09,10.7871,8.322
2026-02-08,10:27:09,10.7863,8.323
2026-02-08,10:42:09,10.7881,8.287
2026-02-08,10:57:09,10.7888,8.240
2026-02-08,11:12:09,10.7877,8.219
2026-02-08,11:27:09,10.7887,8.227
2026-02-08,11:42:09,10.7878,8.234
2026-02-08,11:57:09,10.7870,8.249
2026-02-08,12:12:09,10.7862,8.260
2026-02-08,12:27:09,10.7861,8.288
2026-02-08,12:42:09,10.7855,8.236
2026-02-08,12:57:09,10.7854,8.255
2026-02-08,13:12:09,10.7861,8.312
2026-02-08,13:27:09,10.7863,8.336
2026-02-08,13:42:09,10.7843,8.330
2026-02-08,13:57:09,10.7832,8.316
2026-02-08,14:12:09,10.7830,8.319
2026-02-08,14:27:09,10.7823,8.319
2026-02-08,14:42:09,10.7818,8.319
2026-02-08,14:57:09,10.7820,8.329
2026-02-08,15:12:09,10.7810,8.332
2026-02-08,15:27:09,10.7799,8.325
2026-02-08,15:42:09,10.7798,8.313
2026-02-08,15:57:09,10.7796,8.324
2026-02-08,16:12:09,10.7779,8.305
2026-02-08,16:27:09,10.7779,8.300
2026-02-08,16:42:09,10.7764,8.227
2026-02-08,16:57:09,10.7785,8.252
2026-02-08,17:12:09,10.7804,8.311
2026-02-08,17:27:09,10.7799,8.299
2026-02-08,17:42:09,10.7809,8.302
2026-02-08,17:57:09,10.7817,8.306
2026-02-08,18:12:09,10.7805,8.294
2026-02-08,18:27:09,10.7791,8.205
2026-02-08,18:42:09,10.7818,8.246
2026-02-08,18:57:09,10.7822,8.286
2026-02-08,19:12:09,10.7816,8.289
2026-02-08,19:27:09,10.7867,8.298
2026-02-08,19:42:09,10.7876,8.311
2026-02-08,19:57:09,10.7885,8.335
2026-02-08,20:12:09,10.7831,8.323
2026-02-08,20:27:09,10.7808,8.301
2026-02-08,20:42:09,10.7812,8.333
2026-02-08,20:57:09,10.7808,8.310
2026-02-08,21:12:09,10.7780,8.231
2026-02-08,21:27:09,10.7762,8.203
2026-02-08,21:42:09,10.7754,8.250
2026-02-08,21:57:09,10.7728,8.257
2026-02-08,22:12:09,10.7720,8.284
2026-02-08,22:27:09,10.7698,8.275
2026-02-08,22:42:09,10.7680,8.240
2026-02-08,22:57:09,10.7719,8.240
2026-02-08,23:12:09,10.7692,8.220
2026-02-08,23:27:09,10.7680,8.222
2026-02-08,23:42:09,10.7687,8.280
2026-02-08,23:57:09,10.7672,8.231
2026-02-09,00:12:09,10.7654,8.223
2026-02-09,00:27:09,10.7661,8.283
2026-02-09,00:42:09,10.7642,8.318
2026-02-09,00:57:09,10.7649,8.303
2026-02-09,01:12:09,10.7653,8.315
2026-02-09,01:27:09,10.7659,8.335
2026-02-09,01:42:09,10.7647,8.336
2026-02-09,01:57:09,10.7629,8.310
2026-02-09,02:12:09,10.7622,8.301
2026-02-09,02:27:09,10.7635,8.315
2026-02-09,02:42:09,10.7619,8.293
2026-02-09,02:57:09,10.7615,8.343
2026-02-09,03:12:09,10.7600,8.341
2026-02-09,03:27:09,10.7535,8.333
2026-02-09,03:42:09,10.7527,8.322
2026-02-09,03:57:09,10.7490,8.307
2026-02-09,04:12:09,10.7464,8.274
2026-02-09,04:27:09,10.7438,8.276
2026-02-09,04:42:09,10.7428,8.244
2026-02-09,04:57:09,10.7413,8.281
2026-02-09,05:12:09,10.7398,8.299
2026-02-09,05:27:09,10.7375,8.309
2026-02-09,05:42:09,10.7347,8.314
2026-02-09,05:57:09,10.7312,8.329
2026-02-09,06:12:09,10.7309,8.320
2026-02-09,06:27:09,10.7303,8.274
2026-02-09,06:42:09,10.7291,8.245
2026-02-09,06:57:09,10.7297,8.284
2026-02-09,07:12:09,10.7296,8.307
2026-02-09,07:27:09,10.7285,8.307
2026-02-09,07:42:09,10.7282,8.293
2026-02-09,07:57:09,10.7266,8.251
2026-02-09,08:12:09,10.7258,8.229
2026-02-09,08:27:09,10.7255,8.273
2026-02-09,08:42:09,10.7228,8.288
2026-02-09,08:57:09,10.7204,8.268
2026-02-09,09:12:09,10.7182,8.210
2026-02-09,09:27:09,10.7143,8.236
2026-02-09,09:42:09,10.7150,8.265
2026-02-09,09:57:09,10.7110,8.254
2026-02-09,10:12:09,10.7090,8.193
2026-02-09,10:27:09,10.7101,8.230
2026-02-09,10:42:09,10.7093,8.258
2026-02-09,10:57:09,10.7075,8.198
2026-02-09,11:12:09,10.7070,8.182
2026-02-09,11:27:09,10.7056,8.261
2026-02-09,11:42:09,10.7032,8.323
2026-02-09,11:57:09,10.7001,8.313
2026-02-09,12:12:09,10.6952,8.249
2026-02-09,12:27:09,10.6907,8.234
2026-02-09,12:42:09,10.6858,8.208
2026-02-09,12:57:09,10.6846,8.197
2026-02-09,13:12:09,10.6842,8.229
2026-02-09,13:27:09,10.6860,8.255
2026-02-09,13:42:09,10.6844,8.294
2026-02-09,13:57:09,10.6804,8.286
2026-02-09,14:12:09,10.6735,8.264
2026-02-09,14:27:09,10.6707,8.198
2026-02-09,14:42:09,10.6719,8.228
2026-02-09,14:57:09,10.6717,8.236
2026-02-09,15:12:09,10.6719,8.224
2026-02-09,15:27:09,10.6706,8.217
2026-02-09,15:42:09,10.6711,8.184
2026-02-09,15:57:09,10.6717,8.223
2026-02-09,16:12:09,10.6715,8.278
2026-02-09,16:27:09,10.6708,8.278
2026-02-09,16:42:09,10.6713,8.292
2026-02-09,16:57:09,10.6685,8.286
2026-02-09,17:12:09,10.6667,8.268
2026-02-09,17:27:09,10.6668,8.217
2026-02-09,17:42:09,10.6678,8.237
2026-02-09,17:57:09,10.6692,8.252
2026-02-09,18:12:09,10.6710,8.206
2026-02-09,18:27:09,10.6699,8.233
2026-02-09,18:42:09,10.6713,8.262
2026-02-09,18:57:09,10.6723,8.240
2026-02-09,19:12:09,10.6727,8.207
2026-02-09,19:27:09,10.6738,8.264
2026-02-09,19:42:09,10.6743,8.242
2026-02-09,19:57:09,10.6729,8.200
2026-02-09,20:12:09,10.6767,8.188
2026-02-09,20:27:09,10.6741,8.211
2026-02-09,20:42:09,10.6823,8.252
2026-02-09,20:57:09,10.6772,8.253
2026-02-09,21:12:09,10.6795,8.270
2026-02-09,21:27:09,10.6778,8.286
2026-02-09,21:42:09,10.6779,8.264
2026-02-09,21:57:09,10.6799,8.262
2026-02-09,22:12:09,10.6804,8.239
2026-02-09,22:27:09,10.6842,8.265
2026-02-09,22:42:09,10.6831,8.259
2026-02-09,22:57:09,10.6808,8.197
2026-02-09,23:12:09,10.6814,8.235
2026-02-09,23:27:09,10.6827,8.269
2026-02-09,23:42:09,10.6836,8.231
2026-02-09,23:57:09,10.6845,8.168
2026-02-10,00:12:09,10.6887,8.217
2026-02-10,00:27:09,10.6893,8.215
2026-02-10,00:42:09,10.6894,8.191
2026-02-10,00:57:09,10.6915,8.192
2026-02-10,01:12:09,10.6916,8.158
2026-02-10,01:27:09,10.6929,8.217
2026-02-10,01:42:09,10.6929,8.220
2026-02-10,01:57:09,10.6926,8.197
2026-02-10,02:12:09,10.6913,8.193
2026-02-10,02:27:09,10.6930,8.244
2026-02-10,02:42:09,10.6957,8.283
2026-02-10,02:57:09,10.6992,8.298
2026-02-10,03:12:09,10.6967,8.269
2026-02-10,03:27:09,10.6969,8.219
2026-02-10,03:42:09,10.7036,8.299
