Sample,Calcium,Magnesium,Potassium,Ammonium,Sodium,Lithium,MeasurementDate,Well ,PumpTest_Creek,SampleNum,Date,Dilution
P1A1 02/17/2026 1:4,19.1448,6.9006,0.0562,n.a.,2.6866,n.a.,7/21/26,P1,A,1,02/17/2026,1:4
P1A1 02/17/2026 1:4,19.1448,6.9006,0.0562,n.a.,2.6866,n.a.,8/6/26,P1,A,1,02/17/2026,1:4
P1B1 02/17/2026 1:4,19.3603,6.82,0.0835,n.a.,2.8166,n.a.,7/21/26,P1,B,1,02/17/2026,1:4
P1B1 02/17/2026 1:4,19.3603,6.82,0.0835,n.a.,2.8166,n.a.,8/6/26,P1,B,1,02/17/2026,1:4
P1C1 02/17/2026 1:4,16.2861,5.7955,0.1876,n.a.,3.7243,n.a.,7/21/26,P1,C,1,02/17/2026,1:4
P1C1 02/17/2026 1:4,16.2861,5.7955,0.1876,n.a.,3.7243,n.a.,8/6/26,P1,C,1,02/17/2026,1:4
P3A1 02/17/2026 1:4,14.771,7.3702,0.0107,n.a.,1.0626,n.a.,7/21/26,P3,A,1,02/17/2026,1:4
P3A1 02/17/2026 1:4,14.771,7.3702,0.0107,n.a.,1.0626,n.a.,8/6/26,P3,A,1,02/17/2026,1:4
P3B1 02/17/2026 1:4,17.2666,7.5169,0.0219,n.a.,1.1688,n.a.,7/21/26,P3,B,1,02/17/2026,1:4
P3B1 02/17/2026 1:4,17.2666,7.5169,0.0219,n.a.,1.1688,n.a.,8/6/26,P3,B,1,02/17/2026,1:4
P3C1 02/17/2026 1:4,16.1721,5.7282,0.173,n.a.,3.942,n.a.,7/21/26,P3,C,1,02/17/2026,1:4
P3C1 02/17/2026 1:4,16.1721,5.7282,0.173,n.a.,3.942,n.a.,8/6/26,P3,C,1,02/17/2026,1:4
P4A1 02/17/2026 1:4,7.2588,7.3568,0.1942,n.a.,2.2223,n.a.,8/28/2026,P4,A,1,02/17/2026,1:4
P4B1 02/17/2026 1:4,17.7974,7.813,0.1701,n.a.,2.2122,n.a.,9/10/2026,P4,B,1,02/17/2026,1:4
P5A1 02/17/2026 1:4,15.2958,5.9631,0.2203,0.0703,1.7528,n.a.,8/8/2026,P5,A,1,02/17/2026,1:4
P5B1 02/17/2026 1:4,8.4408,5.7053,0.0856,0.0278,1.3764,n.a.,8/2/2026,P5,B,1,02/17/2026,1:4
P5B1 02/17/2026 1:4,8.1219,5.5612,0.0767,0.0278,1.3433,n.a.,8/29/2026,P5,B,1,02/17/2026,1:4
P5C1 02/17/2026 1:4,14.7447,5.6037,0.1937,n.a.,4.2637,n.a.,8/5/2026,P5,C,1,02/17/2026,1:4
P1A1 02/24/2026 1:4,17.7161,6.7254,0.0849,n.a.,2.6907,n.a.,7/21/26,P1,A,1,02/24/2026,1:4
P1A1 02/24/2026 1:4,17.7161,6.7254,0.0849,n.a.,2.6907,n.a.,8/6/26,P1,A,1,02/24/2026,1:4
P1B1 02/24/2026 1:4,10.4818,6.6931,0.0812,n.a.,2.796,n.a.,7/21/26,P1,B,1,02/24/2026,1:4
P1B1 02/24/2026 1:4,10.4818,6.6931,0.0812,n.a.,2.796,n.a.,8/6/26,P1,B,1,02/24/2026,1:4
P1C1 02/24/2026 1:4,7.7909,6.3625,0.1269,n.a.,3.6974,n.a.,7/21/26,P1,C,1,02/24/2026,1:4
P1C1 02/24/2026 1:4,7.7909,6.3625,0.1269,n.a.,3.6974,n.a.,8/6/26,P1,C,1,02/24/2026,1:4
P4A1 02/24/2026 1:4,17.7868,7.7048,0.157,n.a.,2.1712,n.a.,9/7/2026,P4,A,1,02/24/2026,1:4
P4B1 02/24/2026 1:4,13.6432,5.8542,0.074,n.a.,1.6648,n.a.,9/13/2026,P4,B,1,02/24/2026,1:4
P5A1 02/24/2026 1:4,17.1241,5.8776,0.1708,0.0473,1.8602,n.a.,7/30/2026,P5,A,1,02/24/2026,1:4
P5B1 02/24/2026 1:4,6.7665,5.531,0.0691,n.a.,1.4974,n.a.,8/9/2026,P5,B,1,02/24/2026,1:4
P5C1 02/24/2026 1:4,7.4928,6.3735,0.1653,n.a.,4.4902,n.a.,7/25/2026,P5,C,1,02/24/2026,1:4
P1A1 03/03/2026 1:4,19.7492,7.0803,0.0774,n.a.,2.774,n.a.,7/21/26,P1,A,1,03/03/2026,1:4
P1A1 03/03/2026 1:4,19.7492,7.0803,0.0774,n.a.,2.774,n.a.,8/6/26,P1,A,1,03/03/2026,1:4
P1B1 03/03/2026 1:4,17.9958,6.8276,0.0755,n.a.,2.7978,n.a.,7/21/26,P1,B,1,03/03/2026,1:4
P1B1 03/03/2026 1:4,17.9958,6.8276,0.0755,n.a.,2.7978,n.a.,8/6/26,P1,B,1,03/03/2026,1:4
P1C1 03/03/2026 1:4,8.1589,6.3847,0.1164,n.a.,3.1507,n.a.,7/21/26,P1,C,1,03/03/2026,1:4
P1C1 03/03/2026 1:4,8.1589,6.3847,0.1164,n.a.,3.1507,n.a.,8/6/26,P1,C,1,03/03/2026,1:4
P4A1 03/03/2026 1:4,17.9202,7.5447,0.1457,n.a.,2.1409,n.a.,9/28/2026,P4,A,1,03/03/2026,1:4
P4B1 03/03/2026 1:4,17.6395,7.6884,0.1636,n.a.,2.1403,n.a.,9/1/2026,P4,B,1,03/03/2026,1:4
P5A1 03/03/2026 1:4,7.1106,5.6796,0.1363,n.a.,1.6057,n.a.,7/27/2026,P5,A,1,03/03/2026,1:4
P5B1 03/03/2026 1:4,6.9925,5.4956,0.0671,n.a.,1.4177,n.a.,7/29/2026,P5,B,1,03/03/2026,1:4
P5C1 03/03/2026 1:4,17.2349,6.2313,0.1391,n.a.,3.5256,n.a.,8/11/2026,P5,C,1,03/03/2026,1:4
P1B1 04/04/2026 1:4,9.4527,7.2213,0.0837,n.a.,2.6924,n.a.,,P1,B,1,04/04/2026,1:4
P1B1 04/04/2026 1:4,9.3973,7.1554,0.096,n.a.,2.7317,n.a.,,P1,B,1,04/04/2026,1:4
P1A1 04/07/2026 1:4,5.9946,7.3349,0.1375,n.a.,2.5692,n.a.,,P1,A,1,04/07/2026,1:4
P1A1 04/07/2026 1:4,6.094,7.4414,0.1411,n.a.,2.5951,n.a.,,P1,A,1,04/07/2026,1:4
P1A1 04/07/2026 1:4,5.7226,7.0685,0.143,n.a.,2.5405,n.a.,,P1,A,1,04/07/2026,1:4
P1A1 04/07/2026 1:4,5.7608,7.118,0.14,n.a.,2.5513,n.a.,,P1,A,1,04/07/2026,1:4
P1B1 04/07/2026 1:4,9.5915,7.2804,0.0844,n.a.,2.705,n.a.,,P1,B,1,04/07/2026,1:4
P1B1 04/07/2026 1:4,9.4252,7.1795,0.0926,n.a.,2.7388,n.a.,,P1,B,1,04/07/2026,1:4
P1C1 04/07/2026 1:4,4.5542,3.896,0.0225,n.a.,1.4049,n.a.,,P1,C,1,04/07/2026,1:4
P1C1 04/07/2026 1:4,4.256,3.6218,0.0278,n.a.,1.2973,n.a.,,P1,C,1,04/07/2026,1:4
P2A1 04/07/2026 1:4,5.5304,6.0293,0.112,n.a.,1.4044,n.a.,,P2,A,1,04/07/2026,1:4
P2A1 04/07/2026 1:4,5.3849,5.9476,0.1184,n.a.,1.3452,n.a.,,P2,A,1,04/07/2026,1:4
P2B1 04/07/2026 1:4,7.8171,7.3097,0.1884,n.a.,1.642,n.a.,,P2,B,1,04/07/2026,1:4
P2B1 04/07/2026 1:4,7.9403,7.4642,0.2025,n.a.,1.6501,n.a.,,P2,B,1,04/07/2026,1:4
P3A1 04/07/2026 1:4,7.9095,7.6192,0.0385,n.a.,1.1918,n.a.,,P3,A,1,04/07/2026,1:4
P3A1 04/07/2026 1:4,6.9049,6.7365,0.0216,n.a.,0.9866,n.a.,,P3,A,1,04/07/2026,1:4
P3B1 04/07/2026 1:4,8.8937,7.8362,0.0414,n.a.,1.2188,n.a.,,P3,B,1,04/07/2026,1:4
P3B1 04/07/2026 1:4,8.6236,7.6544,0.0468,n.a.,1.1313,n.a.,,P3,B,1,04/07/2026,1:4
P3C1 04/07/2026 1:4,7.3955,6.1417,0.194,n.a.,2.2791,n.a.,,P3,C,1,04/07/2026,1:4
P3C1 04/07/2026 1:4,6.234,5.2146,0.1507,n.a.,1.9699,n.a.,,P3,C,1,04/07/2026,1:4
P4A1 04/07/2026 1:4,7.0113,7.8096,0.1917,n.a.,2.4137,n.a.,,P4,A,1,04/07/2026,1:4
P4A1 04/07/2026 1:4,6.0778,6.8269,0.157,n.a.,2.1538,n.a.,,P4,A,1,04/07/2026,1:4
P4B1 04/07/2026 1:4,7.8292,8.0361,0.2187,n.a.,2.4398,n.a.,,P4,B,1,04/07/2026,1:4
P4B1 04/07/2026 1:4,6.7103,6.8989,0.1728,n.a.,2.1379,n.a.,,P4,B,1,04/07/2026,1:4
P5A1 04/07/2026 1:4,6.3327,5.8199,0.2548,n.a.,2.3139,n.a.,,P5,A,1,04/07/2026,1:4
P5A1 04/07/2026 1:4,6.163,5.6911,0.2586,n.a.,2.3137,n.a.,,P5,A,1,04/07/2026,1:4
P5B1 04/07/2026 1:4,5.8137,5.7291,0.1533,n.a.,1.5545,n.a.,,P5,B,1,04/07/2026,1:4
P5B1 04/07/2026 1:4,5.7963,5.7811,0.1707,n.a.,1.5575,n.a.,,P5,B,1,04/07/2026,1:4
P5C1 04/07/2026 1:4,5.643,5.3792,0.1555,n.a.,2.1675,n.a.,,P5,C,1,04/07/2026,1:4
P5C1 04/07/2026 1:4,5.5034,5.2946,0.1636,n.a.,2.1666,n.a.,,P5,C,1,04/07/2026,1:4
P1A1 04/14/2026 1:4,12.1243,7.0502,0.0783,n.a.,2.5997,n.a.,,P1,A,1,04/14/2026,1:4
P1A1 04/14/2026 1:4,12.347,6.2873,0.0447,n.a.,2.3551,n.a.,,P1,A,1,04/14/2026,1:4
P1B1 04/14/2026 1:4,13.9416,6.8101,n.a.,n.a.,2.5204,n.a.,,P1,B,1,04/14/2026,1:4
P1B1 04/14/2026 1:4,16.9319,6.6203,0.062,n.a.,2.5363,n.a.,,P1,B,1,04/14/2026,1:4
P1C1 04/14/2026 1:4,13.8217,5.4866,0.1464,n.a.,2.1385,n.a.,,P1,C,1,04/14/2026,1:4
P1C1 04/14/2026 1:4,13.1467,5.249,0.1431,n.a.,2.0656,n.a.,,P1,C,1,04/14/2026,1:4
P2A2 04/14/2026 1:4,12.0505,7.538,0.1843,n.a.,1.6804,n.a.,,P2,A,2,04/14/2026,1:4
P2A2 04/14/2026 1:4,12.487,6.535,0.1447,n.a.,1.4356,n.a.,,P2,A,2,04/14/2026,1:4
P2B1 04/14/2026 1:4,13.7223,7.6271,0.205,n.a.,1.7183,n.a.,,P2,B,1,04/14/2026,1:4
P2B1 04/14/2026 1:4,13.9547,7.5859,0.1959,n.a.,1.6798,n.a.,,P2,B,1,04/14/2026,1:4
P3A1 04/14/2026 1:4,11.6847,7.8731,0.0612,n.a.,1.2606,n.a.,,P3,A,1,04/14/2026,1:4
P3A1 04/14/2026 1:4,11.4314,7.7889,0.0691,n.a.,1.1881,n.a.,,P3,A,1,04/14/2026,1:4
P3B1 04/14/2026 1:4,10.5722,7.6813,n.a.,n.a.,1.2247,n.a.,,P3,B,1,04/14/2026,1:4
P3B1 04/14/2026 1:4,9.4563,6.7401,0.019,n.a.,1.0101,n.a.,,P3,B,1,04/14/2026,1:4
P3C1 04/14/2026 1:4,9.2651,5.3244,0.15,n.a.,2.1765,n.a.,,P3,C,1,04/14/2026,1:4
P3C1 04/14/2026 1:4,9.1625,5.2808,0.1647,n.a.,2.1964,n.a.,,P3,C,1,04/14/2026,1:4
P4B1 04/14/2026 1:4,14.2483,7.8511,0.2565,n.a.,2.4566,n.a.,,P4,B,1,04/14/2026,1:4
P4B1 04/14/2026 1:4,12.0416,6.7156,0.1733,n.a.,2.1474,n.a.,,P4,B,1,04/14/2026,1:4
P5A1 04/14/2026 1:4,18.7582,7.0574,0.0984,n.a.,2.4822,n.a.,,P5,A,1,04/14/2026,1:4
P5A1 04/14/2026 1:4,12.319,6.0566,0.1351,n.a.,1.9718,n.a.,,P5,A,1,04/14/2026,1:4
P5A1 04/14/2026 1:4,15.3925,5.8775,0.0455,n.a.,2.0997,n.a.,,P5,A,1,04/14/2026,1:4
P5A1 04/14/2026 1:4,10.1655,5.0625,0.0711,n.a.,1.6497,n.a.,,P5,A,1,04/14/2026,1:4
P5B1 04/14/2026 1:4,5.7729,5.4548,0.1353,n.a.,1.497,n.a.,,P5,B,1,04/14/2026,1:4
P5B1 04/14/2026 1:4,5.5151,5.2431,0.1339,n.a.,1.4055,n.a.,,P5,B,1,04/14/2026,1:4
P5C1 04/14/2026 1:4,12.4968,4.9532,0.1547,n.a.,2.1008,n.a.,,P5,C,1,04/14/2026,1:4
P5C1 04/14/2026 1:4,10.3336,4.1434,0.1072,n.a.,1.7726,n.a.,,P5,C,1,04/14/2026,1:4
P1B1 04/16/2026 1:4,4.9688,7.0225,n.a.,n.a.,6.6225,n.a.,7/21/26,P1,B,1,04/16/2026,1:4
P1B1 04/16/2026 1:4,4.9688,7.0225,n.a.,n.a.,6.6225,n.a.,8/6/26,P1,B,1,04/16/2026,1:4
P1A1 04/21/2026 1:4,17.8924,6.4716,0.1007,n.a.,2.4449,n.a.,,P1,A,1,04/21/2026,1:4
P1A1 04/21/2026 1:4,14.8803,5.3994,0.0833,n.a.,2.1533,n.a.,,P1,A,1,04/21/2026,1:4
P1B1 04/21/2026 1:4,20.3693,6.9744,0.0874,n.a.,2.6164,n.a.,,P1,B,1,04/21/2026,1:4
P1B1 04/21/2026 1:4,5.9927,2.1234,n.a.,n.a.,0.8894,n.a.,,P1,B,1,04/21/2026,1:4
P1C1 04/21/2026 1:4,15.8649,6.3201,0.1321,n.a.,2.0858,n.a.,,P1,C,1,04/21/2026,1:4
P1C1 04/21/2026 1:4,13.7343,5.4958,0.095,n.a.,1.8518,n.a.,,P1,C,1,04/21/2026,1:4
P2A1 04/21/2026 1:4,15.6433,6.185,0.1297,n.a.,1.4203,n.a.,,P2,A,1,04/21/2026,1:4
P2A1 04/21/2026 1:4,12.867,5.034,0.1034,n.a.,1.205,n.a.,,P2,A,1,04/21/2026,1:4
P2B1 04/21/2026 1:4,18.5828,7.2405,0.1806,n.a.,1.6325,n.a.,,P2,B,1,04/21/2026,1:4
P2B1 04/21/2026 1:4,16.4941,6.5209,0.1541,n.a.,1.4776,n.a.,,P2,B,1,04/21/2026,1:4
P3A1 04/21/2026 1:4,19.8692,8.0399,n.a.,n.a.,1.2937,n.a.,,P3,A,1,04/21/2026,1:4
P3A1 04/21/2026 1:4,19.5983,7.9675,0.0657,n.a.,1.2213,n.a.,,P3,A,1,04/21/2026,1:4
P3B1 04/21/2026 1:4,18.6078,7.567,0.0754,n.a.,1.2282,n.a.,,P3,B,1,04/21/2026,1:4
P3B1 04/21/2026 1:4,18.3474,7.5234,0.0672,n.a.,1.168,n.a.,,P3,B,1,04/21/2026,1:4
P3C1 04/21/2026 1:4,16.3941,6.4195,0.149,n.a.,2.2463,n.a.,,P3,C,1,04/21/2026,1:4
P3C1 04/21/2026 1:4,14.5643,5.7301,0.115,n.a.,2.0505,n.a.,,P3,C,1,04/21/2026,1:4
P4A1 04/21/2026 1:4,19.2291,7.8783,0.2309,n.a.,2.5893,n.a.,,P4,A,1,04/21/2026,1:4
P4A1 04/21/2026 1:4,16.7323,6.9212,0.1658,n.a.,2.3126,n.a.,,P4,A,1,04/21/2026,1:4
P4B1 04/21/2026 1:4,19.2489,7.9956,0.2429,n.a.,2.5075,n.a.,,P4,B,1,04/21/2026,1:4
P4B1 04/21/2026 1:4,17.7671,7.4545,0.2026,n.a.,2.4164,n.a.,,P4,B,1,04/21/2026,1:4
P5B1 04/21/2026 1:4,18.2393,6.0027,0.1538,n.a.,1.5781,n.a.,,P5,B,1,04/21/2026,1:4
P5B1 04/21/2026 1:4,17.9234,5.8911,0.1371,n.a.,1.5174,n.a.,,P5,B,1,04/21/2026,1:4
P5C1 04/21/2026 1:4,12.4302,4.8563,0.0917,n.a.,1.8691,n.a.,,P5,C,1,04/21/2026,1:4
P5C1 04/21/2026 1:4,11.5657,4.5773,0.0759,n.a.,1.7943,n.a.,,P5,C,1,04/21/2026,1:4
P1A1 04/28/2026 1:4,20.0646,7.1514,0.0842,n.a.,2.6791,n.a.,,P1,A,1,04/28/2026,1:4
P1A1 04/28/2026 1:4,18.7823,6.7388,0.0662,n.a.,2.5869,n.a.,,P1,A,1,04/28/2026,1:4
P1B1 04/28/2026 1:4,6.2361,6.5127,0.0148,n.a.,4.3479,n.a.,7/21/26,P1,B,1,04/28/2026,1:4
P1B1 04/28/2026 1:4,20.9113,7.3479,0.0848,n.a.,2.7676,n.a.,,P1,B,1,04/28/2026,1:4
P1B1 04/28/2026 1:4,20.5758,7.2416,0.0889,n.a.,2.7914,n.a.,,P1,B,1,04/28/2026,1:4
P1B1 04/28/2026 1:4,6.2361,6.5127,0.0148,n.a.,4.3479,n.a.,8/6/26,P1,B,1,04/28/2026,1:4
P1C1 04/28/2026 1:4,14.3455,6.0567,0.1104,n.a.,1.9301,n.a.,,P1,C,1,04/28/2026,1:4
P1C1 04/28/2026 1:4,14.0429,5.9794,0.104,n.a.,1.9066,n.a.,,P1,C,1,04/28/2026,1:4
P2A1 04/28/2026 1:4,19.8431,7.7531,0.2299,n.a.,1.7404,n.a.,,P2,A,1,04/28/2026,1:4
P2A1 04/28/2026 1:4,19.7129,7.7252,0.2129,n.a.,1.7252,n.a.,,P2,A,1,04/28/2026,1:4
P2B1 04/28/2026 1:4,18.9469,7.3749,0.1862,n.a.,1.6553,n.a.,,P2,B,1,04/28/2026,1:4
P2B1 04/28/2026 1:4,19.0783,7.4469,0.1896,n.a.,1.6703,n.a.,,P2,B,1,04/28/2026,1:4
P3A1 04/28/2026 1:4,18.7384,7.535,0.0546,n.a.,1.2178,n.a.,,P3,A,1,04/28/2026,1:4
P3A1 04/28/2026 1:4,15.6856,6.3714,0.015,n.a.,0.9537,n.a.,,P3,A,1,04/28/2026,1:4
P3B1 04/28/2026 1:4,19.6528,7.951,0.0648,n.a.,1.2705,n.a.,,P3,B,1,04/28/2026,1:4
P3B1 04/28/2026 1:4,19.252,7.8025,0.0691,n.a.,1.192,n.a.,,P3,B,1,04/28/2026,1:4
P3C1 04/28/2026 1:4,14.3314,6.0072,0.1021,n.a.,1.9706,n.a.,,P3,C,1,04/28/2026,1:4
P3C1 04/28/2026 1:4,11.9949,5.079,0.0703,n.a.,1.6685,n.a.,,P3,C,1,04/28/2026,1:4
P4A1 04/28/2026 1:4,19.0373,7.8133,0.2348,n.a.,2.608,n.a.,,P4,A,1,04/28/2026,1:4
P4A1 04/28/2026 1:4,18.773,7.746,0.2429,n.a.,2.6369,n.a.,,P4,A,1,04/28/2026,1:4
P4B1 04/28/2026 1:4,13.6941,5.6612,0.1042,n.a.,1.8409,n.a.,,P4,B,1,04/28/2026,1:4
P4B1 04/28/2026 1:4,13.4557,5.58,0.1137,n.a.,1.8238,n.a.,,P4,B,1,04/28/2026,1:4
P5A1 04/28/2026 1:4,18.2711,5.9801,0.2742,n.a.,1.6527,n.a.,,P5,A,1,04/28/2026,1:4
P5A1 04/28/2026 1:4,17.8319,5.8844,0.2253,n.a.,1.6716,n.a.,,P5,A,1,04/28/2026,1:4
P5A1 04/28/2026 1:4,17.956,5.9605,0.2818,n.a.,1.6121,n.a.,,P5,A,1,04/28/2026,1:4
P5A1 04/28/2026 1:4,17.5354,5.8384,0.2016,n.a.,1.6457,n.a.,,P5,A,1,04/28/2026,1:4
P5B1 04/28/2026 1:4,16.2214,5.3331,0.1174,n.a.,1.3197,n.a.,,P5,B,1,04/28/2026,1:4
P5B1 04/28/2026 1:4,15.8952,5.2563,0.1145,n.a.,1.2501,n.a.,,P5,B,1,04/28/2026,1:4
P5C1 04/28/2026 1:4,13.6034,5.7047,0.103,n.a.,1.941,n.a.,,P5,C,1,04/28/2026,1:4
P5C1 04/28/2026 1:4,10.9403,4.6069,0.0614,n.a.,1.5644,n.a.,,P5,C,1,04/28/2026,1:4
P1A1 05/12/2026,34.2667,12.156,0.4269,n.a.,4.6442,n.a.,06-26-2026,P1,A,1,05/12/2026,1:1
P1A1 05/12/2026 1:4,5.4718,7.5949,0.0957,n.a.,5.1007,n.a.,7/21/26,P1,A,1,05/12/2026,1:4
P1A1 05/12/2026 1:4,5.4718,7.5949,0.0957,n.a.,5.1007,n.a.,8/6/26,P1,A,1,05/12/2026,1:4
P1B1 05/12/2026,32.7923,11.4027,0.3762,n.a.,4.3155,n.a.,06-26-2026,P1,B,1,05/12/2026,1:1
P1C1 05/12/2026,27.513,11.6838,0.5054,n.a.,3.7348,n.a.,06-26-2026,P1,C,1,05/12/2026,1:1
P2A1 05/12/2026,25.4614,9.7707,n.a.,n.a.,2.1865,n.a.,06-26-2026,P2,A,1,05/12/2026,1:1
P2B1 05/12/2026,33.7958,12.9548,0.6316,n.a.,2.8787,n.a.,06-26-2026,P2,B,1,05/12/2026,1:1
P3A1 05/12/2026,26.8302,10.5768,0.274,n.a.,1.6734,n.a.,06-26-2026,P3,A,1,05/12/2026,1:1
P3A1 05/12/2026,31.6085,12.6283,0.3464,n.a.,1.977,n.a.,06-26-2026,P3,A,1,05/12/2026,1:1
P3A1 05/12/2026 1:4,19.543,7.8715,0.0728,n.a.,1.2684,n.a.,,P3,A,1,05/12/2026,1:4
P3A1 05/12/2026 1:4,19.4321,7.8452,0.0745,n.a.,1.1971,n.a.,,P3,A,1,05/12/2026,1:4
P3B1 05/12/2026,31.1963,12.7081,0.3515,0.5227,2.0907,n.a.,06-26-2026,P3,B,1,05/12/2026,1:1
P3B1 05/12/2026 1:4,18.3622,7.511,0.0701,n.a.,1.2308,n.a.,,P3,B,1,05/12/2026,1:4
P3B1 05/12/2026 1:4,18.1314,7.4525,0.072,n.a.,1.2059,n.a.,,P3,B,1,05/12/2026,1:4
P3C1 05/12/2026,25.3737,10.8446,0.4505,n.a.,3.5724,n.a.,06-26-2026,P3,C,1,05/12/2026,1:1
P3C1 05/12/2026 1:4,15.1575,6.5909,0.1278,n.a.,2.1816,n.a.,,P3,C,1,05/12/2026,1:4
P3C1 05/12/2026 1:4,15.212,6.661,0.1446,n.a.,2.226,n.a.,,P3,C,1,05/12/2026,1:4
